ORDER_KEY,ORDER_STATUS,UNITS,DISCNT_VALUE,COST_FIXED,COST_VARIABLE,REVENUE,TIME_BILL_DT,TIME_PAID_DT,PROD_ITEM_KEY,CUST_NUMBER,CUST_NAME,CUST_BIRTH_DT,CUST_CRDT_RATE,CUST_GENDER,CUST_SEGMENT,CUST_MARITAL_STATUS,CUST_TYPE,ADDR_KEY,ADDRESS1,ADDRESS2,POSTAL_CODE,CITY,STATE_PROV,REGION,COUNTRY_CODE,COUNTRY_NAME,AREA,CHANNEL_NAME,PROD_BRAND,PROD_LOB,PROD_TYPE,PRODUCT,PROD_ITEM_DSC
2088616,4-Billed,8,27.23,1148.66,90.27,724.97,27-Oct-11,30-Nov-11,1523,7727,Jean Jamz,13-Jun-65,713,M,Students,Married,TYPE 5,4191,600,GEORGE ST,2000,Sydney,NSW,APAC,AUS,Australia,South,Reseller,BizTech,Communication,Smart Phones,KeyMax S-Phone,PhoneCell SmartPhone3.5 inches M320 Black
2243844,9-On Hold,13,20.61,124.27,597.46,1568.43,27-Dec-11,8-Feb-12,676,4508,Azmul Fauzi,3-Nov-60,701,M,Others,Married,TYPE 3,12588,35673,Annapolis Rd #190,TU11472,Funafuti,,APAC,TUV,Tuvalu,East,Store,BizTech,Communication,Phones,CompCell RX3,CompCell Fax Phone TX00 White
567100,5-Paid,13,4.11,45.12,185.15,224.87,7-Jan-12,15-Feb-12,931,1888,Donna Sturmey,29-May-62,775,M,Students,Single,TYPE 2,9776,61,Center St #8,IS101522,Reykjavk,,EMEA,ISL,Iceland,Northern,Online,FunPod,Games,Fixed,Game Station,KeyMax 2GB Memory X300Silver
1088764,9-On Hold,6,0,27.3,134.19,349.52,29-Apr-11,11-Jun-11,1188,8908,Fiona Ashton,16-May-69,628,M,Baby Boomers,Divorced,TYPE 2,2026,,EDGEWARE RD,2042,Sydney,NSW,APAC,AUS,Australia,South,Store,FunPod,Games,Portable,PocketFun ES,FinFlex EOS Lens1'' 25mm E400 White
2129947,3-Shipped,4,0,3.28,29.59,36.25,17-Oct-11,28-Nov-11,1310,9241,Perry Smith,11-Aug-85,713,M,Rural based,Divorced,TYPE 2,13991,35,Jefferson Ave,CH101604,Santiago,,AMERICAS,CHL,Chile,South America,Online,FunPod,Digital,Camera,7 Megapixel Digital Camera,DigiTech Flash Camera  USB CableSilver
2424110,2-Fulfilled,8,41.82,41.52,159.32,523.86,1-Dec-11,17-Jan-12,687,9371,Adam Semb,2-Mar-59,662,M,Rural based,Divorced,TYPE 1,6274,76596,Pleasant Hill Rd,JP11537,Aomori,,APAC,JPN,Japan,East,Reseller,FunPod,Games,Portable,MaxiFun 2000,CompCell High Speed Laser Fax F300 Grey
3582762,4-Billed,20,24.38,112.96,119.8,1180.62,3-Oct-13,14-Nov-13,909,3622,Deisy Gutierrez,27-Oct-76,668,M,Students,Married,TYPE 1,7805,40490,Morrow St,TU101472,Funafuti,,APAC,TUV,Tuvalu,East,Online,HomeView,Services,Maintenance,Maintenance,KeyMax 70GB Portable Disk P300Blue
134444,2-Fulfilled,4,1.88,3.14,3.89,19.77,12-Jan-11,13-Feb-11,802,5722,Aycen Kapusuz,23-Oct-62,790,M,Rural based,Married,TYPE 2,13342,65898,E St Nw,HN101588,Tegucigalpa,,AMERICAS,HND,Honduras,Central,Online,FunPod,Games,Portable,PocketFun ES,DigiTech Touch XBox T400 White
1282124,2-Fulfilled,10,11.17,94.63,124.01,597.23,26-May-11,10-Jul-11,1484,6030,Satish Komali,14-Feb-89,684,M,Others,Divorced,TYPE 3,1398,,,GB101680,Liverpool,EN,EMEA,GBR,United Kingdom,Northern,Store,BizTech,Communication,Smart Phones,Touch-Screen T5,PhoneCell Touch Screen 160x160 M26 Grey
1288750,2-Fulfilled,10,0,105.14,137.89,663.59,3-May-11,11-Jun-11,1514,7508,Betzaide Pena,5-Dec-63,748,M,Seniors,Married,TYPE 1,3574,6,ST MARTINS LANE,WC2N 4,London,EN,EMEA,GBR,United Kingdom,Northern,Reseller,BizTech,Communication,Smart Phones,Touch-Screen T5,PhoneCell Touch Screen 160x160 M26 Gold
2047635,3-Shipped,6,11.57,97.64,536.26,616.1,12-Sep-11,16-Oct-11,705,8562,Sandra Gutierrez,25-Oct-66,810,M,Rural based,Married,TYPE 2,8907,48,General George Patton Dr #8611,MN11545,Ulaanbaatar,,APAC,MNG,Mongolia,North,Store,BizTech,Communication,Phones,CompCell RX3,CompCell Fax Phone P800 White
279773,9-On Hold,6,0.46,7.59,20.08,48.53,13-Feb-11,28-Mar-11,1285,3390,Tony Mccourt,7-May-77,782,M,Active Singles,Widow,TYPE 2,11027,30691,Poplar Ave #4,CO101653,Kinshasa,,EMEA,COD,"""Congo, Democratic Republic Of The""",Africa,Reseller,HomeView,Services,Install,Install,DigiTech Battery Charger Kit E44 Silver
3382153,4-Billed,12,0,361.62,179.84,1635.44,3-Jul-13,4-Aug-13,1221,6601,Mirza Aslam,3-Apr-88,700,M,Urban based,Divorced,TYPE 4,14524,4,Commerce Center Dr,VE11576,Caracas,,AMERICAS,VEN,Venezuela,Central,Reseller,BizTech,Electronics,Audio,MicroPod 60Gb,MaxiFun 1/2'' 3mm E300 Black
689647,5-Paid,9,8.41,89.92,368.44,448.13,31-Mar-12,8-May-12,655,6232,Azamat Bagatov,16-Jul-62,608,M,Active Singles,Divorced,TYPE 3,9094,80289,Victory Ave #9,AR126700,La Plata,,AMERICAS,ARG,Argentina,South America,Store,FunPod,Games,Portable,MaxiFun 2000,CompCell Image Formula Handheld F200 Black
149045,1-Booked,13,46.62,378.69,1164.81,955.79,11-Jan-11,21-Feb-11,691,5403,Devin Hartman,5-Jul-79,655,M,Urban based,Married,TYPE 2,15123,1554,Bracken Crk,IN101445,Gurgaon,,APAC,IND,India,West,Online,FunPod,Games,Fixed,HomeCoach 2000,CompCell Game Machine X100Grey
2064608,4-Billed,12,18.09,1799.65,128.96,988.11,3-Sep-11,23-Oct-11,1477,6708,Carol Melo,4-May-73,806,M,Students,Divorced,TYPE 3,3183,351,GEARY ST,94102,San Francisco,California,AMERICAS,USA,United States,North America,Reseller,BizTech,Communication,Smart Phones,Touch-Screen T5,PhoneCell Touch Screen Unlocked M300 Black
3783556,3-Shipped,11,65.63,222.27,1127.07,1165.82,16-Dec-13,21-Jan-14,1513,4418,Cat Oates,11-Sep-60,725,M,Baby Boomers,Divorced,TYPE 3,8061,6,Lafayette St #3034,NI11538,Managua,,AMERICAS,NIC,Nicaragua,Central,Catalog,BizTech,Communication,Smart Phones,Touch-Screen T5,PhoneCell Touch Screen 8 GB of Memory M400 Gold
1234932,2-Fulfilled,10,38.12,322,316.46,2032.25,16-May-11,27-Jun-11,1076,1863,Muhammet Çakir,17-Nov-85,766,M,Rural based,Divorced,TYPE 4,9667,64865,Main St,NL101487,Rotterdam,,EMEA,NLD,Netherlands,Northern,Store,FunPod,Digital,Camera,7 Megapixel Digital Camera,DigiTech Camera SLR Alpha X142 Black
1855815,5-Paid,5,0,1.02,10.56,11.25,14-Oct-11,28-Nov-11,1270,8896,Lauren Leyenaar,20-May-80,647,M,Students,Divorced,TYPE 3,3640,5,FITZMAURICE PLACE,W1J 8,London,EN,EMEA,GBR,United Kingdom,Northern,Store,HomeView,Services,Maintenance,Maintenance,PocketFun Car Pack P33 Pink
4048471,1-Booked,13,14.27,38.21,2190.26,380.85,15-Dec-12,20-Jan-13,660,6300,Alessandro Agresti,8-Feb-70,669,M,Seniors,Widow,TYPE 4,12177,7,Hugh Wallis Rd,ML11628,Bamako,,EMEA,MLI,Mali,Africa,Store,BizTech,Communication,Phones,CompCell RX3,CompCell DeskJet Plus Printer X450Black
516495,9-On Hold,9,171.72,267.74,1094.54,2813.08,10-Jan-12,26-Feb-12,1225,8821,Chayxe Daniels,16-Sep-67,650,M,Rural based,Married,TYPE 4,13998,2495,Beach Blvd #557,DO11654,Santo Domingo,,AMERICAS,DOM,Dominican Republic,Central,Store,BizTech,Electronics,Audio,SoundX Nano 4Gb,DigiTech Mini HiFi1/2'' 3mm X300 Black
3124414,9-On Hold,18,0,54.68,310.76,962.53,18-Jun-13,31-Jul-13,644,3593,Ryan Patrick,10-Apr-61,649,M,Others,Divorced,TYPE 1,3772,102,BOLLO BRIDGE ROAD,W3 8,London,EN,EMEA,GBR,United Kingdom,Northern,Store,FunPod,Games,Portable,MaxiFun 2000,CompCell Laser Jet Gamer FX300 Black
2798891,9-On Hold,12,0.94,9.1,28.7,90.79,29-May-12,2-Jul-12,763,449,Maynard Tanney,29-May-76,700,M,Students,Married,TYPE 5,12982,8961,S Central Expy,OM101574,Muscat,,EMEA,OMN,Oman,Middle East,Online,FunPod,Digital,Camera,7 Megapixel Digital Camera,DigiTech Easyshare 7.1 Black
1170304,4-Billed,5,0,11.11,8.73,70.16,25-Apr-11,26-May-11,902,5026,Ex Büttel,7-Aug-84,767,M,Students,Divorced,TYPE 4,8083,534,Schoenborn St #51,AR151515,Rosario,,AMERICAS,ARG,Argentina,South America,Catalog,FunPod,Games,Portable,PocketFun ES,KeyMax Keyboard K10 Grey
1270135,4-Billed,10,17.93,1511.4,119.04,953.91,8-May-11,19-Jun-11,1523,4149,Darsana Putra,29-Jan-72,618,M,Active Singles,Divorced,TYPE 1,10320,9495,Central Hwy #66,FJ11586,Suva,,APAC,FJI,Fiji,East,Store,BizTech,Communication,Smart Phones,KeyMax S-Phone,PhoneCell SmartPhone3.5 inches M320 Black
4059154,2-Fulfilled,13,0,1.93,8.05,26.97,26-Dec-12,1-Feb-13,1272,1657,Nick Hamden,14-Nov-93,795,M,Others,Single,TYPE 4,6585,86,Worth St #272,AR151703,San Miguel De Tucuman,,AMERICAS,ARG,Argentina,South America,Store,HomeView,Services,Maintenance,Maintenance,PocketFun Car Pack P33 White
2436524,3-Shipped,6,0.83,4.09,26.22,25.83,6-Dec-11,6-Jan-12,813,1530,Steven Sandor,27-Oct-62,759,M,Baby Boomers,Single,TYPE 2,1044,277,FINCHLEY ROAD,NW3 6,London,EN,EMEA,GBR,United Kingdom,Northern,Reseller,HomeView,Services,Maintenance,Maintenance,DigiTech Lithium Battery L23 Grey
3500926,9-On Hold,8,0,11.74,85.28,245.24,22-Sep-13,27-Oct-13,797,7079,Ironyca Lee,24-Feb-63,636,M,Students,Divorced,TYPE 4,3170,2126,IRVING ST,94122,San Francisco,California,AMERICAS,USA,United States,North America,Store,HomeView,Services,Install,Install,DigiTech Extended Power Charger XX34White
4112270,3-Shipped,13,2.17,10.53,49.98,52.53,22-Nov-12,8-Jan-13,747,7297,Benjamin Afzal,8-Oct-54,672,M,Active Singles,Divorced,TYPE 1,13567,94843,Trabold Rd #59,GT101520,Guatemala City,,AMERICAS,GTM,Guatemala,Central,Reseller,FunPod,Games,Portable,PocketFun ES,DigiTech Mousepad Bundle 34Black
569936,4-Billed,13,0,144.03,94.57,756.62,20-Jan-12,4-Mar-12,1188,4625,Mike Sachs,5-Apr-74,601,M,Rural based,Widow,TYPE 3,3068,701,3RD ST,94107,San Francisco,California,AMERICAS,USA,United States,North America,Online,FunPod,Games,Portable,PocketFun ES,FinFlex EOS Lens1'' 25mm E400 White
1188131,3-Shipped,5,0,78.85,515.86,497.69,21-May-11,25-Jun-11,1480,5388,Laure Watrin,29-Jun-64,631,M,Urban based,Divorced,TYPE 2,265,1160,GRANT AVE,94133,San Francisco,California,AMERICAS,USA,United States,North America,Store,FunPod,Digital,Camera,MPEG4 Camcorder,PhoneCell Touch Screen without camera E100 Grey
2266688,4-Billed,6,1.79,144.04,12.63,95.67,12-Dec-11,11-Jan-12,890,2247,Gede Wirastana,13-Mar-68,651,M,Baby Boomers,Divorced,TYPE 1,3021,1545,FILLMORE ST,94115,San Francisco,California,AMERICAS,USA,United States,North America,Store,FunPod,Games,Portable,PocketFun ES,DigiTech Optical XBox S70 Grey
2667126,3-Shipped,10,18.59,191.64,972.13,988.83,4-Jun-12,5-Jul-12,1541,8785,Shannon Spence,30-Oct-68,614,M,Baby Boomers,Widow,TYPE 3,5071,97539,Connecticut Ave Nw #3586,HU11421,Budapest,,EMEA,HUN,Hungary,Europe,Store,BizTech,Communication,Smart Phones,KeyMax S-Phone,PhoneCell SmartPhone3.5 inches M320 Silver
914326,2-Fulfilled,24,20.65,99.67,141.26,667.36,21-Feb-13,12-Apr-13,892,7166,Charlie Howes,1-Apr-58,741,M,Active Singles,Divorced,TYPE 2,2252,,,AU176558,Melbourne,,APAC,AUS,Australia,South,Online,FunPod,Games,Portable,PocketFun ES,KeyMax Bluetooth Mouse X100 Black
3768183,9-On Hold,18,4.97,12.63,83.25,264.33,11-Dec-13,13-Jan-14,862,8465,Linda Pan,6-Mar-70,623,M,Baby Boomers,Single,TYPE 2,9509,75,Ryan Dr #70,JP101537,Aomori,,APAC,JPN,Japan,East,Online,FunPod,Games,Portable,PocketFun ES,DigiTech Wireless Optical XBox MX518M35 Orange
1183782,4-Billed,11,0,454.18,379.37,3197.5,21-May-11,5-Jul-11,1227,923,Baxter Player,3-Apr-78,619,M,Active Singles,Married,TYPE 1,8305,20,Meadow Ln,BR131660,San Paulo,,AMERICAS,BRA,Brazil,South America,Store,BizTech,Electronics,Audio,SoundX Nano 4Gb,DigiTech Mini HiFi2/3'' 17mm X100 Black
2118018,3-Shipped,9,67.39,238.04,1952.82,2392.3,5-Sep-11,16-Oct-11,1185,3834,Rodrigo Silva,11-Mar-90,652,M,Urban based,Divorced,TYPE 3,7847,79620,Timber Dr,AR151473,Abu Dhabi,,EMEA,ARE,United Arab Emirates,Middle East,Online,FunPod,Games,Portable,PocketFun ES,FinFlex Mini Speaker1/2'' 3mm M500 White
1285885,9-On Hold,6,17.69,49.73,217.25,627.86,8-May-11,13-Jun-11,1119,3063,Ashley Rodgers,17-Jul-60,636,F,Others,Divorced,TYPE 1,2407,,,RU126494,Kaliningrad,,APAC,RUS,Russia,North,Store,FunPod,Digital,Camera,MPEG4 Camcorder,FinFlex Camera D3200 Grey
1914529,3-Shipped,10,11.55,65.2,417.73,411.37,2-Oct-11,16-Nov-11,689,8906,Madison White,14-Sep-80,806,M,Others,Divorced,TYPE 4,223,2950,24TH ST,94110,San Francisco,California,AMERICAS,USA,United States,North America,Store,BizTech,Communication,Phones,CompCell RX3,CompCell DeskJet Plus Printer X450Grey
2254272,6-Cancelled,13,37.83,93.8,480.89,591.87,9-Nov-11,14-Dec-11,684,8554,Giuli Imperiale,22-Sep-67,671,M,Others,Divorced,TYPE 4,8792,660,N Green St,HK101508,Eastern,,APAC,HKG,Hong Kong,South,Store,FunPod,Games,Portable,MaxiFun 2000,CompCell Image Formula Handheld F200 Grey
939054,1-Booked,9,23.85,47.31,4024.3,633.82,8-Mar-13,19-Apr-13,660,1597,Andrea Manzelli,17-Sep-73,731,M,Baby Boomers,Married,TYPE 2,7950,81,Us Highway 9,ID11575,Jakarta,,APAC,IDN,Indonesia,South,Store,BizTech,Communication,Phones,CompCell RX3,CompCell DeskJet Plus Printer X450Black
1551706,2-Fulfilled,12,21.12,44.57,170.98,562.53,9-Jul-11,23-Aug-11,718,5029,Lee Vickery,9-Jan-93,800,M,Baby Boomers,Divorced,TYPE 2,3024,1051,STOCKTON ST,94108,San Francisco,California,AMERICAS,USA,United States,North America,Store,BizTech,Communication,Phones,CompCell RX3,CompCell Color Ink Jet X500 Black
2048228,1-Booked,10,19.06,40.18,3089.31,507.04,25-Oct-11,13-Dec-11,718,4156,Sian Laud,28-Mar-90,794,M,Students,Married,TYPE 4,7953,3,N Michigan Ave,CH11604,Santiago,,AMERICAS,CHL,Chile,South America,Store,BizTech,Communication,Phones,CompCell RX3,CompCell Color Ink Jet X500 Black
1273902,6-Cancelled,12,29.59,332.89,1742.01,2101.03,4-May-11,21-Jun-11,1470,9871,Happy Aro,3-Feb-78,717,M,Seniors,Married,TYPE 5,12274,2749,Van Nuys Blvd,SW11414,Stockholm,,EMEA,SWE,Sweden,Northern,Store,FunPod,Digital,Camera,MPEG4 Camcorder,PhoneCell Touch Screen without camera E100 Black
14275,5-Paid,4,0.72,11.11,70.91,70.16,28-Jan-11,19-Mar-11,931,4710,Zachary Swan,3-Jul-68,699,M,Rural based,Single,TYPE 2,1523,,,MA11602,Rabat,,EMEA,MAR,Morocco,North Africa,Store,FunPod,Games,Fixed,Game Station,KeyMax 2GB Memory X300Silver
1125907,3-Shipped,10,0,170.82,1094.86,1077.86,24-Apr-11,9-Jun-11,705,3476,Ade Fhirmansyah,8-Dec-67,630,M,Active Singles,Married,TYPE 1,12589,9561,Chartres St,TU101472,Funafuti,,APAC,TUV,Tuvalu,East,Reseller,BizTech,Communication,Phones,CompCell RX3,CompCell Fax Phone P800 White
3325245,9-On Hold,10,46.77,242.15,1554.88,4529.09,26-Aug-13,15-Oct-13,737,670,Fredie Elgin,3-Apr-78,630,F,Students,Married,TYPE 2,7004,26,Ripley St #5444,MU11583,Port Louis,,EMEA,MUS,Mauritius,Africa,Store,BizTech,Communication,Phones,CompCell RX3,CompCell DeskJet Plus Printer X450Green
3325077,6-Cancelled,10,37.05,175.84,1195.37,1547.6,15-Jul-13,21-Aug-13,704,6099,Fiddin Firdaus,14-Jun-54,747,M,Rural based,Married,TYPE 3,13380,2495,Beach Blvd #557,EC101529,Quito,,AMERICAS,ECU,Ecuador,South America,Store,BizTech,Electronics,Accessories,Bluetooth Adaptor,CompCell All in One Laser Jet F400White
112656,2-Fulfilled,9,58.21,122.89,482.13,1551.08,11-Jan-11,28-Feb-11,1120,3533,Chantay Holpp,28-Jan-65,792,M,Baby Boomers,Divorced,TYPE 1,12008,7,N Glenn Rd,LU11639,Luxembourg,,EMEA,LUX,Luxembourg,Northern,Store,FunPod,Digital,Camera,MPEG4 Camcorder,FinFlex SLR EOS P348 Silver Grey
850478,9-On Hold,19,28.89,48.58,242.79,604.3,27-Jan-13,8-Mar-13,679,2112,Amelia Walker,26-Jun-92,763,M,Students,Married,TYPE 3,5099,16949,Harristown Rd,AR101703,San Miguel De Tucuman,,AMERICAS,ARG,Argentina,South America,Catalog,FunPod,Games,Portable,MaxiFun 2000,CompCell Ink Ject Gun F300 E100 Grey
2374392,9-On Hold,6,1.02,2.46,20.08,54.37,5-Nov-11,22-Dec-11,1310,3501,Tony Riske,13-Feb-58,759,M,Students,Divorced,TYPE 3,1446,,,GB176409,Belfast,EN,EMEA,GBR,United Kingdom,Northern,Store,FunPod,Digital,Camera,7 Megapixel Digital Camera,DigiTech Flash Camera  USB CableSilver
3598099,2-Fulfilled,11,21.88,162.61,112.91,775.36,7-Oct-13,21-Nov-13,1471,5643,Cleber Torres,30-Oct-56,669,M,Active Singles,Divorced,TYPE 2,2272,,,HK126477,Hong Kong,,APAC,HKG,Hong Kong,South,Online,BizTech,Communication,Phones,V5x Flip Phone,PhoneCell Mobile X256Black
3931788,2-Fulfilled,12,9.65,42.58,53.31,257.22,4-Sep-12,17-Oct-12,1288,4978,Carlos Ascanio,2-Feb-75,732,M,Baby Boomers,Married,TYPE 2,187,115,TANFORAN SHOPPING CTR,94066,San Francisco,California,AMERICAS,USA,United States,North America,Online,HomeView,TV,LCD,LCD 36X Standard,DigiTech LCD Charger 4AA Silver
1789679,3-Shipped,10,0,80.86,517.81,510.23,19-Jul-11,2-Sep-11,713,6459,Becca Chinnery,20-Apr-69,664,M,Active Singles,Married,TYPE 1,13480,30691,Poplar Ave #4,EC101529,Quito,,AMERICAS,ECU,Ecuador,South America,Online,FunPod,Games,Portable,MaxiFun 2000,CompCell Image Formula Handheld F200 White
3188067,5-Paid,12,0,79.67,580.91,701.06,3-Jun-13,22-Jul-13,914,2103,Jack Clarkewilliams,13-May-57,644,M,Active Singles,Divorced,TYPE 1,6565,69206,Jackson Ave,RU176696,Sankt-Peterburg,,APAC,RUS,Russia,North,Store,HomeView,Services,Maintenance,Maintenance,KeyMax USB3.0 Hard Disk M33Grey
2101688,3-Shipped,13,118.27,321.26,2635.46,3228.57,7-Sep-11,14-Oct-11,1186,4031,Andy Moore,16-Jun-93,699,M,Students,Single,TYPE 4,12816,75700,Academy Rd,ML11628,Bamako,,EMEA,MLI,Mali,Africa,Online,FunPod,Games,Portable,PocketFun ES,FinFlex Mini Speaker1/3'' 8.5mm M380 White
1301446,9-On Hold,6,18.49,47.32,218.25,597.23,3-May-11,7-Jun-11,1070,2078,Daryl Mallett,15-Nov-62,616,M,Others,Married,TYPE 2,6534,99968,Merced St #79,HK11508,Eastern,,APAC,HKG,Hong Kong,South,Reseller,FunPod,Digital,Camera,MPEG4 Camcorder,FinePix SLR X141 Blue
892832,4-Billed,8,39.93,6269.55,342.49,2835.56,9-Feb-13,25-Mar-13,1201,9754,Enrique Escalante,17-Aug-60,666,M,Active Singles,Divorced,TYPE 1,7343,20,Sw 28th Ter,TJ11534,Dushanbe,,EMEA,TJK,Tajikistan,Eastern,Reseller,BizTech,Electronics,Audio,MicroPod 60Gb,FinFlex HCL MV 1/2'' 3mm X300 Grey
742682,9-On Hold,9,20.14,45.49,175.06,478.03,11-Mar-12,14-Apr-12,1238,2514,Carla Edison,31-Jan-55,664,M,Active Singles,Divorced,TYPE 1,12020,1758,Park Pl,SG101475,Singapore,,APAC,SGP,Singapore,South,Reseller,FunPod,Games,Portable,PocketFun ES,DigiTech Campos 3mm X4561/3'' 8.5mm E200 Black
2151065,9-On Hold,12,21.83,49.02,209.84,618.56,11-Sep-11,19-Oct-11,724,3641,Ashley Mitchell,10-Nov-80,806,M,Rural based,Divorced,TYPE 3,6090,2714,Beach Blvd,MD11605,Antananarivo,,EMEA,MDG,Madagascar,Africa,Catalog,FunPod,Games,Fixed,HomeCoach 2000,CompCell Digital Game FP430White
2154930,3-Shipped,6,16.5,99.46,477.97,627.58,23-Sep-11,7-Nov-11,705,3758,Angela Rodriguez,3-Jun-80,620,M,Active Singles,Married,TYPE 5,10116,46,Broadway St,MD11605,Antananarivo,,EMEA,MDG,Madagascar,Africa,Catalog,BizTech,Communication,Phones,CompCell RX3,CompCell Fax Phone P800 White
3374388,1-Booked,8,30.7,114.33,6323.58,1090.39,3-Jul-13,10-Aug-13,1094,3751,Steph Loftus,6-Sep-85,647,M,Students,Married,TYPE 3,14721,361,Via Colinas,SL11581,San Salvador,,AMERICAS,SLV,El Salvador,Central,Reseller,FunPod,Digital,Camera,7 Megapixel Digital Camera,DigiTech Camera SLR Alpha M144 Gold
1874905,9-On Hold,12,6.03,23.14,99.09,292.23,25-Sep-11,10-Nov-11,937,6506,Jay Feltis,1-Jul-75,837,M,Seniors,Divorced,TYPE 3,3790,539,NORWOOD ROAD,SE27 9,London,EN,EMEA,GBR,United Kingdom,Northern,Store,FunPod,Games,Fixed,Game Station,KeyMax 10Gb Memory P300White
1130688,2-Fulfilled,12,0,71.56,274.92,903.11,17-Apr-11,22-May-11,691,4529,Mattie Shelton,10-Apr-65,609,M,Students,Divorced,TYPE 4,3330,282,OFARRELL ST,94102,San Francisco,California,AMERICAS,USA,United States,North America,Reseller,FunPod,Games,Fixed,HomeCoach 2000,CompCell Game Machine X100Grey
2618545,4-Billed,10,0,58.78,33.33,292.96,29-Apr-12,17-Jun-12,678,2792,Matt Debow,15-Dec-87,797,M,Others,Divorced,TYPE 5,9702,6,Abbott Rd,AR126631,Buenos Aires,,AMERICAS,ARG,Argentina,South America,Catalog,FunPod,Games,Portable,MaxiFun 2000,CompCell Laser Gun 3422Grey
1030888,2-Fulfilled,5,0,13.89,13.6,87.7,5-Apr-11,15-May-11,933,1520,Antonio Lopez,2-Feb-63,675,M,Baby Boomers,Widow,TYPE 4,13550,343,E Main St,BO101661,La Paz,,AMERICAS,BOL,Bolivia,South America,Store,FunPod,Games,Fixed,Game Station,KeyMax 2GB Memory X302Black
84234,9-On Hold,4,4.69,7.99,38.86,100.77,3-Jan-11,22-Feb-11,702,4190,Amy Young,23-Feb-69,696,M,Active Singles,Divorced,TYPE 1,6670,8978,W Henrietta Rd,VE101576,Caracas,,AMERICAS,VEN,Venezuela,Central,Store,FunPod,Games,Portable,MaxiFun 2000,CompCell Laser Jet Gamer FX300 White
2677712,9-On Hold,10,0,80.1,255.5,798.4,31-May-12,16-Jul-12,721,286,Megan Vankirk,4-Dec-76,700,F,Students,Divorced,TYPE 1,5090,7,Hugh Wallis Rd,UR101582,Montevideo,,AMERICAS,URY,Uruguay,South America,Store,BizTech,Electronics,Accessories,Bluetooth Adaptor,CompCell Sheet Feed Scanner 3000White
4000786,2-Fulfilled,13,55.54,593.45,743.44,3585.23,25-Nov-12,26-Dec-12,1161,3625,Cody Aschemeier,9-Apr-77,641,M,Urban based,Married,TYPE 1,11838,3266,Welsh Rd,BR156660,San Paulo,,AMERICAS,BRA,Brazil,South America,Store,FunPod,Games,Portable,PocketFun ES,FinFlex Mini Speaker1/2'' 3mm M500 Black
1887653,9-On Hold,5,0,3.66,29.59,80.89,5-Oct-11,17-Nov-11,1248,4281,Selim Tekin,31-Jul-64,844,M,Students,Single,TYPE 4,14056,66,Congress St,JA101670,Kingston,,AMERICAS,JAM,Jamaica,Central,Store,HomeView,Services,Maintenance,Maintenance,DigiTech Power Pack 7445 Black
1980399,5-Paid,10,12.39,104.63,684.5,660.4,20-Oct-11,26-Nov-11,1485,5999,Nali Arjones,11-Feb-85,641,M,Baby Boomers,Married,TYPE 4,3642,,BELSIZE LANE,NW3 4,London,EN,EMEA,GBR,United Kingdom,Northern,Store,BizTech,Communication,Smart Phones,Touch-Screen T5,PhoneCell Touch Screen 6-LINE SCREEN M21 Grey
2685320,5-Paid,10,0,43.65,224.34,252.18,18-May-12,3-Jul-12,1287,709,Gideon Duke,10-Jan-76,645,M,Students,Married,TYPE 1,14316,70680,S Rider Trl,ME11690,Merida,,AMERICAS,MEX,Mexico,Central,Store,HomeView,TV,LCD,LCD 36X Standard,DigiTech LCD Charger 4AA White
3329780,3-Shipped,12,0,58.61,207.57,265.11,3-Jul-13,19-Aug-13,1306,8983,Zak Smith,25-Jun-69,790,M,Rural based,Divorced,TYPE 3,321,260,CALIFORNIA ST,94111,San Francisco,California,AMERICAS,USA,United States,North America,Store,BizTech,Electronics,Audio,MicroPod 60Gb,Micropod 60Gb Black
2320558,3-Shipped,13,57.08,183.44,1655.88,2027.89,17-Dec-11,23-Jan-12,1221,764,Russell John,3-Jul-90,680,M,Rural based,Single,TYPE 1,1389,,,GB11680,Liverpool,EN,EMEA,GBR,United Kingdom,Northern,Store,BizTech,Electronics,Audio,MicroPod 60Gb,MaxiFun 1/2'' 3mm E300 Black
2704775,2-Fulfilled,10,1.41,7.69,5.56,38.31,11-Jun-12,27-Jul-12,824,4452,Alberto Ramirez,18-May-90,838,M,Rural based,Widow,TYPE 1,8432,9591,Bayshore Rd #637,AR176504,Abu Dhabi,,EMEA,ARE,United Arab Emirates,Middle East,Store,HomeView,Services,Install,Install,DigiTech 60W F440 Grey
3251412,4-Billed,12,16.17,1200.59,101.53,861.45,11-May-13,13-Jun-13,668,1516,Francisco Cabrera,20-May-78,616,M,Students,Married,TYPE 1,9536,76,Daylight Way #7,LB151597,Beirut,,EMEA,LBN,Lebanon,Middle East,Online,FunPod,Games,Portable,PocketFun ES,CompCell Photo Gamer X300 Black
3817851,5-Paid,12,1.34,10.34,42.58,51.5,16-Sep-12,27-Oct-12,783,4356,Alma Mora,23-Jan-64,623,M,Baby Boomers,Divorced,TYPE 3,335,1,MARKET PLZ,94105,San Francisco,California,AMERICAS,USA,United States,North America,Store,HomeView,Services,Maintenance,Maintenance,DigiTech Lithium Battery L23 White
